Manuscript_number,DOI,funder,name,fundref
ja-2023-000623,,,,
ja-2023-00063g,,,,
ja-2023-00064k,,,,
ja-2023-00065t,,,,
ja-2023-00066f,,,,
ja-2023-00067b,,,,
ja-2023-000682,,,,
ja-2023-00071f,,,,
ja-2023-000732,,,,
ja-2023-00074h,10.1021/jacs.3c00074,,,
ja-2023-000754,,,,
ja-2023-00076d,,,,
ja-2023-00077n,,,,
ja-2023-00078y,,,,
ja-2023-00079q,,,,
ja-2023-000804,,,,
ja-2023-00081d,10.1021/jacs.3c00081,grid.457785.c,Directorate for Computer & Information Science & Engineering,
ja-2023-00081d,10.1021/jacs.3c00081,grid.457810.f,Directorate for Engineering,
ja-2023-00081d,10.1021/jacs.3c00081,grid.280785.0,National Institute of General Medical Sciences,
ja-2023-00082n,,,,
ja-2023-00083y,,,,
ja-2023-00084q,,,,
ja-2023-00085m,,,,
ja-2023-00086v,,,,
ja-2023-00088w,,,,
ja-2023-000896,,,,
ja-2023-00090m,,,,
ja-2023-00091v,,,,
ja-2023-00092z,,,,
ja-2023-000946,,,,
ja-2023-00095r,10.1021/jacs.3c00095,,,
ja-2023-00096j,10.1021/jacs.3c00096,,,
ja-2023-000978,,,,
ja-2023-00098u,,,,
ja-2023-00099s,,,,
ja-2023-001012,,,,
ja-2023-00102h,,,,
ja-2023-001034,,,,
ja-2023-00104d,,,,
ja-2023-00105n,,,,
ja-2023-00106y,,,,
ja-2023-00107q,,,,
ja-2023-00108m,,,,
ja-2023-00109v,,,,
ja-2023-00110n,,,,
ja-2023-00111y,,,,
ja-2023-00113m,,,,
ja-2023-00114v,,,,
ja-2023-00115z,,,,
ja-2023-00116w,,,,
ja-2023-001176,,,,
ja-2023-00118r,,,,
ja-2023-00119j,,,,
ja-2023-00120z,,,,
ja-2023-00121w,,,,
ja-2023-00123r,10.1021/jacs.3c00123,,,
ja-2023-001258,,,,
ja-2023-00126u,10.1021/jacs.3c00126,grid.457875.c,Directorate for Mathematical & Physical Sciences,
ja-2023-00126u,10.1021/jacs.3c00126,grid.286879.a,American Chemical Society,100005300
ja-2023-00126u,10.1021/jacs.3c00126,grid.301036.7,Purdue Research Foundation,
ja-2023-00127s,,,,
ja-2023-00128p,,,,
ja-2023-00129e,,,,
ja-2023-001308,,,,
ja-2023-00131u,,,,
ja-2023-00132s,,,,
ja-2023-00133p,,,,
ja-2023-00134e,10.1021/jacs.3c00134,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00135x,,,,
ja-2023-00136c,,,,
ja-2023-001397,,,,
ja-2023-00140x,,,,
ja-2023-00141c,,,,
ja-2023-001429,,,,
ja-2023-001435,,,,
ja-2023-001447,,,,
ja-2023-001463,,,,
ja-2023-00147g,,,,
ja-2023-00148k,,,,
ja-2023-00149t,,,,
ja-2023-00150a,,,,
ja-2023-001513,,,,
ja-2023-00152g,,,,
ja-2023-00153k,,,,
ja-2023-00154t,,,,
ja-2023-00155f,,,,
ja-2023-00156b,,,,
ja-2023-001572,,,,
ja-2023-00158h,,,,
ja-2023-001594,,,,
ja-2023-00160f,,,,
ja-2023-00161b,,,,
ja-2023-001622,,,,
ja-2023-00163h,,,,
ja-2023-001644,,,,
ja-2023-00165d,,,,
ja-2023-00166n,,,,
ja-2023-00167y,,,,
ja-2023-00168q,,,,
ja-2023-00169m,,,,
ja-2023-00170d,,,,
ja-2023-00171n,,,,
ja-2023-00172y,,,,
ja-2023-00174m,,,,
ja-2023-00175v,,,,
ja-2023-00176z,10.1021/jacs.3c00176,grid.420434.5,United States Department of the Navy,
ja-2023-00176z,10.1021/jacs.3c00176,grid.431093.c,National Science Foundation,
ja-2023-00176z,10.1021/jacs.3c00176,grid.482851.2,Office of Naval Research,100000006
ja-2023-00177w,,,,
ja-2023-001786,,,,
ja-2023-00180v,,,,
ja-2023-00181z,10.1021/jacs.3c00181,,,
ja-2023-00182w,,,,
ja-2023-001836,,,,
ja-2023-00185j,,,,
ja-2023-00187u,,,,
ja-2023-00188s,10.1021/jacs.3c00188,grid.451322.3,"Ministry of Economy, Industry and Competitiveness",501100003329
ja-2023-00188s,10.1021/jacs.3c00188,grid.454735.4,Government of Catalonia,501100002809
ja-2023-00188s,10.1021/jacs.3c00188,grid.425902.8,Institució Catalana de Recerca i Estudis Avançats,
ja-2023-00189p,,,,
ja-2023-00190j,,,,
ja-2023-001918,,,,
ja-2023-00192u,,,,
ja-2023-00193s,,,,
ja-2023-00194p,,,,
ja-2023-00195e,10.1021/jacs.3c00195,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00195e,10.1021/jacs.3c00195,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
ja-2023-00195e,10.1021/jacs.3c00195,grid.9227.e,Chinese Academy of Sciences,501100002367
ja-2023-00196x,,,,
ja-2023-00197c,,,,
ja-2023-001989,,,,
ja-2023-00200y,,,,
ja-2023-00202m,,,,
ja-2023-00203v,,,,
ja-2023-00204z,,,,
ja-2023-002066,,,,
ja-2023-00207r,,,,
ja-2023-00208j,,,,
ja-2023-002098,,,,
ja-2023-00210w,,,,
ja-2023-002116,10.1021/jacs.3c00211,,,
ja-2023-00212r,,,,
ja-2023-00213j,,,,
ja-2023-002148,,,,
ja-2023-00215u,,,,
ja-2023-00216s,,,,
ja-2023-00217p,,,,
ja-2023-00218e,,,,
ja-2023-00219x,,,,
ja-2023-00221s,,,,
ja-2023-00222p,,,,
ja-2023-00223e,,,,
ja-2023-00224x,,,,
ja-2023-00225c,,,,
ja-2023-002269,,,,
ja-2023-002275,,,,
ja-2023-002287,,,,
ja-2023-00229a,,,,
ja-2023-00230c,,,,
ja-2023-002319,,,,
ja-2023-002337,,,,
ja-2023-00234a,,,,
ja-2023-002353,,,,
ja-2023-00236g,,,,
ja-2023-00237k,10.1021/jacs.3c00237,grid.452956.9,Ministry of Education,
ja-2023-00238t,,,,
ja-2023-00239f,,,,
ja-2023-002403,,,,
ja-2023-00241g,,,,
ja-2023-00242k,,,,
ja-2023-00243t,,,,
ja-2023-00244f,10.1021/jacs.3c00244,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00245b,,,,
ja-2023-002462,10.1021/jacs.3c00246,grid.452988.a,Office of Basic Energy Sciences,
ja-2023-00247h,,,,
ja-2023-002484,,,,
ja-2023-00249d,,,,
ja-2023-00250b,,,,
ja-2023-002512,,,,
ja-2023-00252h,,,,
ja-2023-002534,,,,
ja-2023-00254d,,,,
ja-2023-00255n,,,,
ja-2023-00256y,,,,
ja-2023-00257q,,,,
ja-2023-00258m,10.1021/jacs.3c00258,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
ja-2023-00258m,10.1021/jacs.3c00258,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00259v,,,,
ja-2023-00261y,,,,
ja-2023-00263m,,,,
ja-2023-00264v,,,,
ja-2023-00265z,,,,
ja-2023-00266w,10.1021/jacs.3c00266,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00266w,10.1021/jacs.3c00266,grid.9227.e,Chinese Academy of Sciences,501100002367
ja-2023-002676,,,,
ja-2023-00269j,,,,
ja-2023-00271w,,,,
ja-2023-002726,,,,
ja-2023-00273r,10.1021/jacs.3c00273,,,
ja-2023-002758,10.1021/jacs.3c00275,,,
ja-2023-00276u,10.1021/jacs.3c00276,,,
ja-2023-00278p,,,,
ja-2023-00279e,,,,
ja-2023-002808,,,,
ja-2023-00281u,,,,
ja-2023-00282s,,,,
ja-2023-00283p,,,,
ja-2023-00284e,10.1021/jacs.3c00284,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00284e,10.1021/jacs.3c00284,grid.484109.0,Hebei Provincial Department of Education,
ja-2023-00285x,,,,
ja-2023-00286c,,,,
ja-2023-002879,,,,
ja-2023-002885,,,,
ja-2023-002897,,,,
ja-2023-00290x,,,,
ja-2023-00291c,,,,
ja-2023-002929,,,,
ja-2023-002935,,,,
ja-2023-002947,10.1021/jacs.3c00294,grid.424150.6,Deutsche Forschungsgemeinschaft,
ja-2023-002947,10.1021/jacs.3c00294,grid.425888.b,Swiss National Science Foundation,501100001711
ja-2023-002947,10.1021/jacs.3c00294,grid.452896.4,European Research Council,
ja-2023-002947,10.1021/jacs.3c00294,grid.421091.f,Engineering and Physical Sciences Research Council,
ja-2023-00295a,,,,
ja-2023-002963,10.1021/jacs.3c00296,,,
ja-2023-00297g,,,,
ja-2023-00298k,,,,
ja-2023-00299t,,,,
ja-2023-003006,10.1021/jacs.3c00300,,,
ja-2023-00301r,,,,
ja-2023-00302j,,,,
ja-2023-003038,,,,
ja-2023-00304u,,,,
ja-2023-00305s,,,,
ja-2023-00308x,,,,
ja-2023-00309c,,,,
ja-2023-00311p,,,,
ja-2023-00312e,,,,
ja-2023-00313x,,,,
ja-2023-00314c,,,,
ja-2023-003159,,,,
ja-2023-003165,,,,
ja-2023-003177,,,,
ja-2023-00318a,10.1021/jacs.3c00318,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-003193,,,,
ja-2023-003209,,,,
ja-2023-003215,,,,
ja-2023-003227,,,,
ja-2023-00323a,,,,
ja-2023-003243,,,,
ja-2023-00326k,,,,
ja-2023-00327t,,,,
ja-2023-00328f,,,,
ja-2023-00329b,10.1021/jacs.3c00329,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00330g,10.1021/jacs.3c00330,,,
ja-2023-00331k,,,,
ja-2023-00332t,,,,
ja-2023-00333f,,,,
ja-2023-00334b,10.1021/jacs.3c00334,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
ja-2023-00334b,10.1021/jacs.3c00334,grid.453012.1,Camille and Henry Dreyfus Foundation,
ja-2023-00334b,10.1021/jacs.3c00334,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00334b,10.1021/jacs.3c00334,grid.452988.a,Office of Basic Energy Sciences,
ja-2023-003352,10.1021/jacs.3c00335,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-003352,10.1021/jacs.3c00335,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
ja-2023-003352,10.1021/jacs.3c00335,grid.453034.5,China Postdoctoral Science Foundation,501100002858
ja-2023-00336h,,,,
ja-2023-003374,,,,
ja-2023-00338d,,,,
ja-2023-00339n,,,,
ja-2023-003402,,,,
ja-2023-00341h,10.1021/jacs.3c00341,grid.491058.1,Danish Agency for Science and Higher Education,
ja-2023-00341h,10.1021/jacs.3c00341,grid.453054.3,Carlsberg Foundation,
ja-2023-00341h,10.1021/jacs.3c00341,grid.487026.f,Novo Nordisk Foundation,
ja-2023-00341h,10.1021/jacs.3c00341,grid.453267.1,The Velux Foundations,100008397
ja-2023-003424,,,,
ja-2023-00343d,,,,
ja-2023-00344n,,,,
ja-2023-00345y,,,,
ja-2023-00346q,,,,
ja-2023-00348v,,,,
ja-2023-00349z,,,,
ja-2023-00350y,,,,
ja-2023-00352m,,,,
ja-2023-00353v,,,,
ja-2023-00354z,,,,
ja-2023-00355w,,,,
ja-2023-003566,,,,
ja-2023-00357r,,,,
ja-2023-003598,,,,
ja-2023-00360w,,,,
ja-2023-003616,,,,
ja-2023-00362r,,,,
ja-2023-00363j,,,,
ja-2023-003648,,,,
ja-2023-00365u,,,,
ja-2023-00367p,,,,
ja-2023-00368e,,,,
ja-2023-00369x,,,,
ja-2023-00370u,,,,
ja-2023-00371s,,,,
ja-2023-00372p,,,,
ja-2023-00373e,,,,
ja-2023-00374x,,,,
ja-2023-00375c,,,,
ja-2023-003769,,,,
ja-2023-003787,,,,
ja-2023-00379a,,,,
ja-2023-00380c,,,,
ja-2023-003819,,,,
ja-2023-003825,,,,
ja-2023-00384a,,,,
ja-2023-003853,,,,
ja-2023-00386g,,,,
ja-2023-00387k,,,,
ja-2023-00388t,,,,
ja-2023-00389f,10.1021/jacs.3c00389,grid.270680.b,European Commission,501100000780
ja-2023-00389f,10.1021/jacs.3c00389,grid.54432.34,Japan Society for the Promotion of Science,
ja-2023-00389f,10.1021/jacs.3c00389,grid.457875.c,Directorate for Mathematical & Physical Sciences,
ja-2023-00389f,10.1021/jacs.3c00389,grid.452990.3,Alexander von Humboldt Foundation,
ja-2023-003903,,,,
ja-2023-00391g,,,,
ja-2023-00392k,,,,
ja-2023-00393t,,,,
ja-2023-00394f,,,,
ja-2023-00395b,,,,
ja-2023-003962,,,,
ja-2023-00397h,10.1021/jacs.3c00397,,,
ja-2023-003984,,,,
ja-2023-00399d,,,,
ja-2023-00400p,,,,
ja-2023-00401e,,,,
ja-2023-00402x,,,,
ja-2023-00403c,,,,
ja-2023-004049,,,,
ja-2023-004055,,,,
ja-2023-004067,,,,
ja-2023-00407a,,,,
ja-2023-004083,,,,
ja-2023-00409g,,,,
ja-2023-004105,,,,
ja-2023-004117,,,,
ja-2023-00412a,,,,
ja-2023-004133,,,,
ja-2023-00414g,,,,
ja-2023-00415k,,,,
ja-2023-00416t,,,,
ja-2023-00417f,,,,
ja-2023-00418b,,,,
ja-2023-004192,,,,
ja-2023-00420k,,,,
ja-2023-00421t,10.1021/jacs.3c00421,,,
ja-2023-00422f,10.1021/jacs.3c00422,,,
ja-2023-00423b,,,,
ja-2023-004242,,,,
ja-2023-00425h,,,,
ja-2023-004264,,,,
ja-2023-00427d,,,,
ja-2023-00428n,,,,
ja-2023-00429y,,,,
ja-2023-00430h,,,,
ja-2023-004314,,,,
ja-2023-00432d,,,,
ja-2023-00434y,,,,
ja-2023-00435q,,,,
ja-2023-00436m,,,,
ja-2023-00438z,,,,
ja-2023-00439w,,,,
ja-2023-00440q,,,,
ja-2023-00441m,10.1021/jacs.3c00441,,,
ja-2023-00442v,,,,
ja-2023-00443z,,,,
ja-2023-00444w,,,,
ja-2023-004456,,,,
ja-2023-00447j,,,,
ja-2023-004488,10.1021/jacs.3c00448,grid.424150.6,Deutsche Forschungsgemeinschaft,
ja-2023-004488,10.1021/jacs.3c00448,grid.280785.0,National Institute of General Medical Sciences,
ja-2023-00449u,,,,
ja-2023-004506,,,,
ja-2023-00451r,,,,
ja-2023-00452j,,,,
ja-2023-004538,10.1021/jacs.3c00453,grid.9227.e,Chinese Academy of Sciences,501100002367
ja-2023-004538,10.1021/jacs.3c00453,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00454u,,,,
ja-2023-00455s,,,,
ja-2023-00456p,,,,
ja-2023-00457e,,,,
ja-2023-00458x,,,,
ja-2023-00459c,,,,
ja-2023-00460s,,,,
ja-2023-00461p,,,,
ja-2023-00463x,,,,
ja-2023-00464c,,,,
ja-2023-004659,,,,
ja-2023-004665,,,,
ja-2023-004677,,,,
ja-2023-00468a,,,,
ja-2023-004693,,,,
ja-2023-004709,,,,
ja-2023-004715,,,,
ja-2023-004727,10.1021/jacs.3c00472,,,
ja-2023-00473a,,,,
ja-2023-004743,,,,
ja-2023-00475g,,,,
ja-2023-00476k,10.1021/jacs.3c00476,grid.54432.34,Japan Society for the Promotion of Science,
ja-2023-00477t,,,,
ja-2023-00478f,,,,
ja-2023-00479b,,,,
ja-2023-00480g,10.1021/jacs.3c00480,grid.452990.3,Alexander von Humboldt Foundation,
ja-2023-00480g,10.1021/jacs.3c00480,grid.421091.f,Engineering and Physical Sciences Research Council,
ja-2023-00480g,10.1021/jacs.3c00480,grid.424150.6,Deutsche Forschungsgemeinschaft,
ja-2023-00481k,,,,
ja-2023-00482t,,,,
ja-2023-00483f,,,,
ja-2023-004852,,,,
ja-2023-00486h,,,,
ja-2023-004874,,,,
ja-2023-00488d,,,,
ja-2023-00489n,,,,
ja-2023-004902,,,,
ja-2023-00491h,,,,
ja-2023-004924,,,,
ja-2023-00493d,,,,
ja-2023-00494n,,,,
ja-2023-00495y,,,,
ja-2023-00496q,,,,
ja-2023-00497m,,,,
ja-2023-00498v,,,,
ja-2023-00499z,,,,
ja-2023-005007,10.1021/jacs.3c00500,,,
ja-2023-00501a,,,,
ja-2023-005023,,,,
ja-2023-00503g,,,,
ja-2023-00504k,,,,
ja-2023-00505t,,,,
ja-2023-00506f,,,,
ja-2023-00507b,,,,
ja-2023-005082,,,,
ja-2023-00509h,,,,
ja-2023-005132,,,,
ja-2023-00514h,10.1021/jacs.3c00514,grid.457875.c,Directorate for Mathematical & Physical Sciences,
ja-2023-00514h,10.1021/jacs.3c00514,grid.280785.0,National Institute of General Medical Sciences,
ja-2023-00514h,10.1021/jacs.3c00514,grid.453125.4,Office of the Director,100000052
ja-2023-005154,10.1021/jacs.3c00515,,,
ja-2023-00516d,,,,
ja-2023-00517n,,,,
ja-2023-00518y,,,,
ja-2023-00519q,,,,
ja-2023-005204,,,,
ja-2023-00521d,,,,
ja-2023-00522n,,,,
ja-2023-00523y,,,,
ja-2023-00524q,,,,
ja-2023-00525m,,,,
ja-2023-00526v,,,,
ja-2023-00527z,,,,
ja-2023-00528w,,,,
ja-2023-005296,,,,
ja-2023-00530m,,,,
ja-2023-00531v,10.1021/jacs.3c00531,grid.451254.3,Government of Canada,
ja-2023-00531v,10.1021/jacs.3c00531,grid.452912.9,Natural Sciences and Engineering Research Council,501100000038
ja-2023-00532z,,,,
ja-2023-00533w,,,,
ja-2023-005346,,,,
ja-2023-00535r,,,,
ja-2023-00536j,,,,
ja-2023-005378,,,,
ja-2023-00539s,,,,
ja-2023-00540r,,,,
ja-2023-005428,,,,
ja-2023-00543u,,,,
ja-2023-00545p,,,,
ja-2023-00546e,,,,
ja-2023-00547x,10.1021/jacs.3c00547,grid.453034.5,China Postdoctoral Science Foundation,501100002858
ja-2023-00547x,10.1021/jacs.3c00547,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00548c,,,,
ja-2023-005499,,,,
ja-2023-00550p,10.1021/jacs.3c00550,,,
ja-2023-00551e,,,,
ja-2023-00552x,,,,
ja-2023-00553c,,,,
ja-2023-005549,,,,
ja-2023-005555,,,,
ja-2023-005567,,,,
ja-2023-00557a,,,,
ja-2023-005583,,,,
ja-2023-00559g,,,,
ja-2023-005605,,,,
ja-2023-005617,,,,
ja-2023-00562a,,,,
ja-2023-005633,,,,
ja-2023-00564g,,,,
ja-2023-00565k,10.1021/jacs.3c00565,,,
ja-2023-00566t,,,,
ja-2023-00567f,,,,
ja-2023-00568b,,,,
ja-2023-005692,,,,
ja-2023-00570k,,,,
ja-2023-00571t,,,,
ja-2023-00572f,,,,
ja-2023-00573b,,,,
ja-2023-005742,,,,
ja-2023-00575h,,,,
ja-2023-005764,,,,
ja-2023-00577d,,,,
ja-2023-00578n,,,,
ja-2023-00579y,,,,
ja-2023-00580h,,,,
ja-2023-005814,10.1021/jacs.3c00581,grid.419082.6,Japan Science and Technology Agency,501100002241
ja-2023-005814,10.1021/jacs.3c00581,grid.424150.6,Deutsche Forschungsgemeinschaft,
ja-2023-005814,10.1021/jacs.3c00581,grid.54432.34,Japan Society for the Promotion of Science,
ja-2023-00582d,,,,
ja-2023-00583n,,,,
ja-2023-00584y,,,,
ja-2023-00586m,10.1021/jacs.3c00586,grid.270680.b,European Commission,501100000780
ja-2023-00586m,10.1021/jacs.3c00586,grid.425718.d,Ministry of Education Culture and Science,
ja-2023-00587v,,,,
ja-2023-00588z,,,,
ja-2023-00589w,,,,
ja-2023-00590q,,,,
ja-2023-00591m,,,,
ja-2023-00593z,,,,
ja-2023-00594w,,,,
ja-2023-005956,,,,
ja-2023-00596r,,,,
ja-2023-00597j,,,,
ja-2023-005988,,,,
ja-2023-00599u,,,,
ja-2023-00600f,,,,
ja-2023-006022,,,,
ja-2023-00603h,,,,
ja-2023-006044,,,,
ja-2023-00605d,,,,
ja-2023-00606n,,,,
ja-2023-00607y,,,,
ja-2023-00608q,,,,
ja-2023-00609m,,,,
ja-2023-00610d,,,,
ja-2023-00611n,,,,
ja-2023-00612y,10.1021/jacs.3c00612,,,
ja-2023-00613q,,,,
ja-2023-00614m,,,,
ja-2023-00616z,,,,
ja-2023-00617w,,,,
ja-2023-00619r,,,,
ja-2023-00620v,,,,
ja-2023-00621z,,,,
ja-2023-00622w,,,,
ja-2023-00624r,,,,
ja-2023-00625j,,,,
ja-2023-006268,,,,
ja-2023-00628s,,,,
ja-2023-00629p,,,,
ja-2023-00630j,,,,
ja-2023-006318,10.1021/jacs.3c00631,,,
ja-2023-00632u,,,,
ja-2023-00633s,,,,
ja-2023-00634p,10.1021/jacs.3c00634,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00634p,10.1021/jacs.3c00634,grid.43555.32,Beijing Institute of Technology,501100005085
ja-2023-00635e,,,,
ja-2023-00636x,,,,
ja-2023-00637c,10.1021/jacs.3c00637,grid.457875.c,Directorate for Mathematical & Physical Sciences,
ja-2023-00637c,10.1021/jacs.3c00637,grid.436415.1,National Research Foundation of Korea,501100003725
ja-2023-00637c,10.1021/jacs.3c00637,grid.452936.f,German Academic Exchange Service,501100001655
ja-2023-006389,,,,
ja-2023-006395,,,,
ja-2023-00641x,,,,
ja-2023-00642c,,,,
ja-2023-006439,,,,
ja-2023-006457,,,,
ja-2023-00646a,10.1021/jacs.3c00646,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-006473,,,,
ja-2023-00648g,,,,
ja-2023-00649k,,,,
ja-2023-006507,,,,
ja-2023-00651a,,,,
ja-2023-006523,,,,
ja-2023-00653g,,,,
ja-2023-00654k,,,,
ja-2023-00655t,,,,
ja-2023-00657b,,,,
ja-2023-006582,10.1021/jacs.3c00658,,,
ja-2023-00659h,,,,
ja-2023-00661f,,,,
ja-2023-00662b,,,,
ja-2023-006632,10.1021/jacs.3c00663,grid.452988.a,Office of Basic Energy Sciences,
ja-2023-006632,10.1021/jacs.3c00663,grid.202665.5,Brookhaven National Laboratory,
ja-2023-00664h,,,,
ja-2023-006654,,,,
ja-2023-00666d,,,,
ja-2023-00667n,,,,
ja-2023-00668y,10.1021/jacs.3c00668,grid.452988.a,Office of Basic Energy Sciences,
ja-2023-00668y,10.1021/jacs.3c00668,grid.457875.c,Directorate for Mathematical & Physical Sciences,
ja-2023-00669q,,,,
ja-2023-006704,,,,
ja-2023-00672n,,,,
ja-2023-00673y,,,,
ja-2023-00674q,,,,
ja-2023-00675m,,,,
ja-2023-00676v,,,,
ja-2023-00677z,,,,
ja-2023-00678w,,,,
ja-2023-006796,,,,
ja-2023-00680m,,,,
ja-2023-00681v,,,,
ja-2023-00682z,,,,
ja-2023-00683w,,,,
ja-2023-00685r,,,,
ja-2023-00686j,,,,
ja-2023-006878,,,,
ja-2023-00688u,,,,
ja-2023-00689s,,,,
ja-2023-00690r,,,,
ja-2023-00691j,,,,
ja-2023-006928,,,,
ja-2023-00693u,10.1021/jacs.3c00693,,,
ja-2023-00694s,,,,
ja-2023-00695p,,,,
ja-2023-00696e,,,,
ja-2023-00697x,,,,
ja-2023-00698c,,,,
ja-2023-006999,,,,
ja-2023-00700n,,,,
ja-2023-00701y,,,,
ja-2023-00702q,,,,
ja-2023-00703m,,,,
ja-2023-00704v,,,,
ja-2023-00705z,,,,
ja-2023-00706w,,,,
ja-2023-007076,,,,
ja-2023-00708r,,,,
ja-2023-00709j,,,,
ja-2023-00710z,,,,
ja-2023-00711w,,,,
ja-2023-007126,,,,
ja-2023-00713r,,,,
ja-2023-00714j,,,,
ja-2023-007158,,,,
ja-2023-00716u,,,,
ja-2023-00717s,,,,
ja-2023-00718p,,,,
ja-2023-00719e,,,,
ja-2023-007208,,,,
ja-2023-00721u,,,,
ja-2023-00722s,,,,
ja-2023-00723p,10.1021/jacs.3c00723,grid.270680.b,European Commission,501100000780
ja-2023-00723p,10.1021/jacs.3c00723,grid.5586.e,Federal Ministry of Education and Research,501100002347
ja-2023-00723p,10.1021/jacs.3c00723,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00723p,10.1021/jacs.3c00723,grid.452941.f,China Scholarship Council,501100004543
ja-2023-00724e,,,,
ja-2023-00725x,,,,
ja-2023-00726c,,,,
ja-2023-007279,,,,
ja-2023-007285,,,,
ja-2023-007297,,,,
ja-2023-00730x,,,,
ja-2023-00731c,,,,
ja-2023-007329,,,,
ja-2023-007335,,,,
ja-2023-00735a,,,,
ja-2023-007363,,,,
ja-2023-00737g,,,,
ja-2023-00738k,,,,
ja-2023-00739t,,,,
ja-2023-00740a,,,,
ja-2023-007413,,,,
ja-2023-00742g,,,,
ja-2023-00743k,,,,
ja-2023-00744t,,,,
ja-2023-00745f,,,,
ja-2023-00748h,,,,
ja-2023-007494,,,,
ja-2023-00750f,,,,
ja-2023-00751b,,,,
ja-2023-007522,,,,
ja-2023-00753h,,,,
ja-2023-007544,,,,
ja-2023-00755d,,,,
ja-2023-00756n,,,,
ja-2023-00758q,,,,
ja-2023-00759m,,,,
ja-2023-00760d,,,,
ja-2023-00761n,,,,
ja-2023-00762y,,,,
ja-2023-00765v,,,,
ja-2023-00767w,,,,
ja-2023-00771z,,,,
ja-2023-007736,,,,
ja-2023-007768,,,,
ja-2023-00777u,,,,
ja-2023-00778s,,,,
ja-2023-00779p,,,,
ja-2023-00780j,,,,
ja-2023-007818,,,,
ja-2023-00782u,,,,
ja-2023-00783s,,,,
ja-2023-00784p,,,,
ja-2023-00785e,,,,
ja-2023-00787c,,,,
ja-2023-007889,,,,
ja-2023-007895,,,,
ja-2023-00790e,,,,
ja-2023-00791x,,,,
ja-2023-00792c,,,,
ja-2023-007957,,,,
ja-2023-00796a,,,,
ja-2023-007973,,,,
ja-2023-00798g,,,,
ja-2023-00799k,,,,
ja-2023-00800w,,,,
ja-2023-008016,,,,
ja-2023-00802r,,,,
ja-2023-00803j,,,,
ja-2023-008048,,,,
ja-2023-00805u,10.1021/jacs.3c00805,,,
ja-2023-00806s,,,,
ja-2023-00807p,,,,
ja-2023-00808e,,,,
ja-2023-00809x,,,,
ja-2023-00810u,,,,
ja-2023-00811s,,,,
ja-2023-00812p,,,,
ja-2023-00813e,,,,
ja-2023-00814x,,,,
ja-2023-00815c,,,,
ja-2023-008169,,,,
ja-2023-008175,,,,
ja-2023-008187,,,,
ja-2023-00819a,,,,
ja-2023-00820c,,,,
ja-2023-008219,,,,
ja-2023-008225,,,,
ja-2023-008237,,,,
ja-2023-00824a,,,,
ja-2023-008253,,,,
ja-2023-00826g,,,,
ja-2023-00827k,10.1021/jacs.3c00827,,,
ja-2023-00828t,,,,
ja-2023-00829f,,,,
ja-2023-008303,,,,
ja-2023-00831g,,,,
ja-2023-00832k,,,,
ja-2023-00833t,,,,
ja-2023-00834f,,,,
ja-2023-00835b,,,,
