Manuscript_number,DOI,funder,name,fundref
ja-2022-134165,10.1021/jacs.2c13416,grid.452927.f,Science and Technology Commission of Shanghai Municipality,
ja-2022-134165,10.1021/jacs.2c13416,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-134165,10.1021/jacs.2c13416,grid.453034.5,China Postdoctoral Science Foundation,501100002858
ja-2022-13418a,,,,
ja-2022-134193,,,,
ja-2022-134209,,,,
ja-2022-134215,,,,
ja-2022-134227,,,,
ja-2022-13423a,,,,
ja-2022-13425g,,,,
ja-2022-13426k,,,,
ja-2022-13427t,,,,
ja-2022-13428f,,,,
ja-2022-13429b,,,,
ja-2022-13430g,,,,
ja-2022-13431k,,,,
ja-2022-13432t,10.1021/jacs.2c13432,grid.425888.b,Swiss National Science Foundation,501100001711
ja-2022-13433f,,,,
ja-2022-13434b,,,,
ja-2022-134352,,,,
ja-2022-13436h,,,,
ja-2022-134374,10.1021/jacs.2c13437,grid.270680.b,European Commission,501100000780
ja-2022-134374,10.1021/jacs.2c13437,grid.425888.b,Swiss National Science Foundation,501100001711
ja-2022-134374,10.1021/jacs.2c13437,grid.5398.7,European Synchrotron Radiation Facility,
ja-2022-13438d,,,,
ja-2022-13439n,,,,
ja-2022-134402,,,,
ja-2022-13441h,,,,
ja-2022-134424,,,,
ja-2022-13443d,,,,
ja-2022-13444n,10.1021/jacs.2c13444,grid.457799.1,Directorate for STEM Education,
ja-2022-13444n,10.1021/jacs.2c13444,grid.457875.c,Directorate for Mathematical & Physical Sciences,
ja-2022-13445y,,,,
ja-2022-13446q,,,,
ja-2022-13447m,,,,
ja-2022-13448v,,,,
ja-2022-13450y,,,,
ja-2022-13451q,,,,
ja-2022-13452m,,,,
ja-2022-13453v,,,,
ja-2022-13454z,,,,
ja-2022-13455w,,,,
ja-2022-134566,,,,
ja-2022-13457r,,,,
ja-2022-13458j,,,,
ja-2022-134598,,,,
ja-2022-134616,,,,
ja-2022-13462r,,,,
ja-2022-13463j,,,,
ja-2022-134648,10.1021/jacs.2c13464,grid.507554.6,United States Air Force Office of Scientific Research,
ja-2022-134648,10.1021/jacs.2c13464,grid.453002.0,United States Air Force,100006831
ja-2022-134648,10.1021/jacs.2c13464,grid.453216.7,Office of Science,100006132
ja-2022-134648,10.1021/jacs.2c13464,grid.457875.c,Directorate for Mathematical & Physical Sciences,
ja-2022-13465u,10.1021/jacs.2c13465,grid.421091.f,Engineering and Physical Sciences Research Council,
ja-2022-13465u,10.1021/jacs.2c13465,grid.418100.c,Biotechnology and Biological Sciences Research Council,
ja-2022-13465u,10.1021/jacs.2c13465,grid.452896.4,European Research Council,
ja-2022-13465u,10.1021/jacs.2c13465,grid.424150.6,Deutsche Forschungsgemeinschaft,
ja-2022-13466s,,,,
ja-2022-13467p,,,,
ja-2022-13468e,,,,
ja-2022-13469x,,,,
ja-2022-13470u,,,,
ja-2022-13471s,,,,
ja-2022-13472p,,,,
ja-2022-13473e,,,,
ja-2022-13474x,,,,
ja-2022-13475c,,,,
ja-2022-134769,,,,
ja-2022-134787,,,,
ja-2022-13479a,,,,
ja-2022-13480c,,,,
ja-2022-134819,,,,
ja-2022-134837,,,,
ja-2022-13484a,,,,
ja-2022-134853,,,,
ja-2022-13486g,,,,
ja-2022-13487k,10.1021/jacs.2c13487,,,
ja-2022-13488t,,,,
ja-2022-13489f,,,,
ja-2022-134903,,,,
ja-2022-13491g,,,,
ja-2022-13492k,,,,
ja-2022-13493t,,,,
ja-2022-13494f,10.1021/jacs.2c13494,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13494f,10.1021/jacs.2c13494,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
ja-2022-13495b,,,,
ja-2022-134962,,,,
ja-2022-13497h,,,,
ja-2022-134984,,,,
ja-2022-13499d,,,,
ja-2022-13500p,10.1021/jacs.2c13500,,,
ja-2022-13501e,,,,
ja-2022-13502x,10.1021/jacs.2c13502,,,
ja-2022-13503c,,,,
ja-2022-135049,,,,
ja-2022-135055,,,,
ja-2022-135067,,,,
ja-2022-13507a,,,,
ja-2022-135083,,,,
ja-2022-135105,10.1021/jacs.2c13510,,,
ja-2022-135117,,,,
ja-2022-13512a,10.1021/jacs.2c13512,,,
ja-2022-135133,,,,
ja-2022-13514g,,,,
ja-2022-13515k,,,,
ja-2022-13516t,,,,
ja-2022-13517f,,,,
ja-2022-13518b,,,,
ja-2022-135192,,,,
ja-2022-13520k,10.1021/jacs.2c13520,grid.417993.1,MSD (United States),100004334
ja-2022-13520k,10.1021/jacs.2c13520,grid.280785.0,National Institute of General Medical Sciences,
ja-2022-13520k,10.1021/jacs.2c13520,grid.457799.1,Directorate for STEM Education,
ja-2022-13521t,,,,
ja-2022-13522f,,,,
ja-2022-13523b,10.1021/jacs.2c13523,grid.424150.6,Deutsche Forschungsgemeinschaft,
ja-2022-13523b,10.1021/jacs.2c13523,grid.452941.f,China Scholarship Council,501100004543
ja-2022-135242,,,,
ja-2022-13525h,10.1021/jacs.2c13525,,,
ja-2022-13527d,10.1021/jacs.2c13527,grid.457875.c,Directorate for Mathematical & Physical Sciences,
ja-2022-13527d,10.1021/jacs.2c13527,grid.507554.6,United States Air Force Office of Scientific Research,
ja-2022-13527d,10.1021/jacs.2c13527,grid.452988.a,Office of Basic Energy Sciences,
ja-2022-13527d,10.1021/jacs.2c13527,grid.453002.0,United States Air Force,100006831
ja-2022-13528n,,,,
ja-2022-13529y,,,,
ja-2022-13530h,10.1021/jacs.2c13530,grid.419082.6,Japan Science and Technology Agency,501100002241
ja-2022-13530h,10.1021/jacs.2c13530,grid.424150.6,Deutsche Forschungsgemeinschaft,
ja-2022-13530h,10.1021/jacs.2c13530,grid.54432.34,Japan Society for the Promotion of Science,
ja-2022-135314,,,,
ja-2022-13532d,10.1021/jacs.2c13532,,,
ja-2022-13533n,,,,
ja-2022-13534y,,,,
ja-2022-13535q,,,,
ja-2022-13536m,,,,
ja-2022-13537v,,,,
ja-2022-13538z,,,,
ja-2022-13540q,10.1021/jacs.2c13540,grid.413452.5,Australian Research Council,
ja-2022-13541m,10.1021/jacs.2c13541,grid.453034.5,China Postdoctoral Science Foundation,501100002858
ja-2022-13541m,10.1021/jacs.2c13541,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13542v,10.1021/jacs.2c13542,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13542v,10.1021/jacs.2c13542,grid.452927.f,Science and Technology Commission of Shanghai Municipality,
ja-2022-13542v,10.1021/jacs.2c13542,grid.453034.5,China Postdoctoral Science Foundation,501100002858
ja-2022-13542v,10.1021/jacs.2c13542,grid.453197.d,Youth Innovation Promotion Association,
ja-2022-13542v,10.1021/jacs.2c13542,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
ja-2022-13542v,10.1021/jacs.2c13542,grid.9227.e,Chinese Academy of Sciences,501100002367
ja-2022-13543z,10.1021/jacs.2c13543,grid.419082.6,Japan Science and Technology Agency,501100002241
ja-2022-13543z,10.1021/jacs.2c13543,grid.452903.9,"Ministry of Education, Culture, Sports, Science and Technology",
ja-2022-13543z,10.1021/jacs.2c13543,grid.54432.34,Japan Society for the Promotion of Science,
ja-2022-13544w,,,,
ja-2022-135456,,,,
ja-2022-13546r,,,,
ja-2022-13547j,,,,
ja-2022-135488,,,,
ja-2022-13549u,,,,
ja-2022-135506,,,,
ja-2022-13551r,10.1021/jacs.2c13551,grid.280785.0,National Institute of General Medical Sciences,
ja-2022-13551r,10.1021/jacs.2c13551,grid.436415.1,National Research Foundation of Korea,501100003725
ja-2022-13552j,10.1021/jacs.2c13552,,,
ja-2022-135538,,,,
ja-2022-13554u,,,,
ja-2022-13555s,,,,
ja-2022-13556p,,,,
ja-2022-13557e,,,,
ja-2022-13558x,,,,
ja-2022-13561p,,,,
ja-2022-13562e,,,,
ja-2022-13564c,,,,
ja-2022-135659,,,,
ja-2022-135665,10.1021/jacs.2c13566,grid.452948.6,University Grants Committee,501100001839
ja-2022-135665,10.1021/jacs.2c13566,grid.453115.7,Innovation and Technology Commission,501100007156
ja-2022-135677,10.1021/jacs.2c13567,grid.5586.e,Federal Ministry of Education and Research,501100002347
ja-2022-135693,,,,
ja-2022-135709,,,,
ja-2022-135727,,,,
ja-2022-13573a,,,,
ja-2022-135743,10.1021/jacs.2c13574,grid.457875.c,Directorate for Mathematical & Physical Sciences,
ja-2022-13575g,,,,
ja-2022-13576k,,,,
ja-2022-13577t,10.1021/jacs.2c13577,grid.452988.a,Office of Basic Energy Sciences,
ja-2022-13578f,10.1021/jacs.2c13578,,,
ja-2022-13579b,,,,
ja-2022-13580g,,,,
ja-2022-13581k,,,,
ja-2022-13582t,,,,
ja-2022-13583f,,,,
ja-2022-13584b,10.1021/jacs.2c13584,grid.457785.c,Directorate for Computer & Information Science & Engineering,
ja-2022-13584b,10.1021/jacs.2c13584,grid.280785.0,National Institute of General Medical Sciences,
ja-2022-135852,,,,
ja-2022-13586h,,,,
ja-2022-13588d,,,,
ja-2022-13589n,,,,
ja-2022-135902,10.1021/jacs.2c13590,,,
ja-2022-13591h,,,,
ja-2022-135924,,,,
ja-2022-13593d,10.1021/jacs.2c13593,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
ja-2022-13593d,10.1021/jacs.2c13593,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13593d,10.1021/jacs.2c13593,grid.457875.c,Directorate for Mathematical & Physical Sciences,
ja-2022-13593d,10.1021/jacs.2c13593,grid.421649.c,Royal Society,
ja-2022-13595y,,,,
ja-2022-13596q,10.1021/jacs.2c13596,grid.9227.e,Chinese Academy of Sciences,501100002367
ja-2022-13596q,10.1021/jacs.2c13596,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13597m,10.1021/jacs.2c13597,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13597m,10.1021/jacs.2c13597,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
ja-2022-13597m,10.1021/jacs.2c13597,grid.418741.f,Institute of High Energy Physics,501100002856
ja-2022-13598v,,,,
ja-2022-13599z,,,,
ja-2022-136007,,,,
ja-2022-13601a,,,,
ja-2022-136023,,,,
ja-2022-13603g,,,,
ja-2022-13604k,10.1021/jacs.2c13604,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13604k,10.1021/jacs.2c13604,grid.9227.e,Chinese Academy of Sciences,501100002367
ja-2022-13605t,,,,
ja-2022-13606f,,,,
ja-2022-13607b,,,,
ja-2022-136082,,,,
ja-2022-13609h,,,,
ja-2022-13610t,10.1021/jacs.2c13610,grid.452988.a,Office of Basic Energy Sciences,
ja-2022-13611f,,,,
ja-2022-13612b,10.1021/jacs.2c13612,,,
ja-2022-136132,,,,
ja-2022-13614h,,,,
ja-2022-136154,10.1021/jacs.2c13615,grid.280785.0,National Institute of General Medical Sciences,
ja-2022-136154,10.1021/jacs.2c13615,grid.431093.c,National Science Foundation,
ja-2022-136154,10.1021/jacs.2c13615,grid.457785.c,Directorate for Computer & Information Science & Engineering,
ja-2022-136154,10.1021/jacs.2c13615,grid.457799.1,Directorate for STEM Education,
ja-2022-13616d,,,,
ja-2022-13617n,,,,
ja-2022-13618y,,,,
ja-2022-13619q,,,,
ja-2022-136204,,,,
ja-2022-13621d,,,,
ja-2022-13622n,,,,
ja-2022-13624q,,,,
ja-2022-13625m,,,,
ja-2022-13626v,,,,
ja-2022-13627z,,,,
ja-2022-13628w,10.1021/jacs.2c13628,,,
ja-2022-136296,,,,
ja-2022-13630m,,,,
ja-2022-13631v,,,,
ja-2022-13632z,10.1021/jacs.2c13632,grid.452964.8,Government of Jiangsu Province,
ja-2022-13632z,10.1021/jacs.2c13632,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13632z,10.1021/jacs.2c13632,grid.453034.5,China Postdoctoral Science Foundation,501100002858
ja-2022-13633w,,,,
ja-2022-136346,,,,
ja-2022-13635r,,,,
ja-2022-13636j,,,,
ja-2022-13638u,,,,
ja-2022-13640r,,,,
ja-2022-13641j,10.1021/jacs.2c13641,grid.425888.b,Swiss National Science Foundation,501100001711
ja-2022-136428,,,,
ja-2022-13643u,,,,
ja-2022-13644s,10.1021/jacs.2c13644,grid.429651.d,National Center for Advancing Translational Sciences,100006108
ja-2022-13644s,10.1021/jacs.2c13644,grid.452896.4,European Research Council,
ja-2022-13644s,10.1021/jacs.2c13644,grid.420090.f,National Institute on Drug Abuse,
ja-2022-13645p,,,,
ja-2022-13646e,,,,
ja-2022-13647x,,,,
ja-2022-13648c,,,,
ja-2022-136499,,,,
ja-2022-13650p,,,,
ja-2022-13651e,,,,
ja-2022-13652x,,,,
ja-2022-13653c,,,,
ja-2022-136549,,,,
ja-2022-136555,,,,
ja-2022-13657a,,,,
ja-2022-13659g,,,,
ja-2022-136605,,,,
ja-2022-136617,10.1021/jacs.2c13661,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-136617,10.1021/jacs.2c13661,grid.453709.c,Ministry of Human Resources and Social Security,
ja-2022-13662a,,,,
ja-2022-136633,,,,
ja-2022-13664g,,,,
ja-2022-13665k,,,,
ja-2022-13666t,10.1021/jacs.2c13666,grid.452988.a,Office of Basic Energy Sciences,
ja-2022-13666t,10.1021/jacs.2c13666,grid.457875.c,Directorate for Mathematical & Physical Sciences,
ja-2022-13666t,10.1021/jacs.2c13666,grid.457810.f,Directorate for Engineering,
ja-2022-13667f,,,,
ja-2022-13668b,,,,
ja-2022-136692,,,,
ja-2022-13670k,10.1021/jacs.2c13670,grid.421649.c,Royal Society,
ja-2022-13670k,10.1021/jacs.2c13670,grid.421091.f,Engineering and Physical Sciences Research Council,
ja-2022-13671t,,,,
ja-2022-13672f,,,,
ja-2022-13673b,,,,
ja-2022-136742,10.1021/jacs.2c13674,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13675h,,,,
ja-2022-136764,,,,
ja-2022-13677d,10.1021/jacs.2c13677,grid.419666.a,Samsung (South Korea),
ja-2022-13677d,10.1021/jacs.2c13677,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13677d,10.1021/jacs.2c13677,grid.453034.5,China Postdoctoral Science Foundation,501100002858
ja-2022-13678n,,,,
ja-2022-13679y,,,,
ja-2022-13680h,,,,
ja-2022-136814,,,,
ja-2022-13682d,,,,
ja-2022-13684y,,,,
ja-2022-13685q,,,,
ja-2022-13686m,,,,
ja-2022-13687v,10.1021/jacs.2c13687,,,
ja-2022-13688z,,,,
ja-2022-13689w,,,,
ja-2022-13690q,,,,
ja-2022-13691m,,,,
ja-2022-13692v,,,,
ja-2022-13693z,,,,
ja-2022-13694w,,,,
ja-2022-136956,,,,
ja-2022-13696r,,,,
ja-2022-13697j,,,,
ja-2022-136988,,,,
ja-2022-13699u,,,,
ja-2022-13700f,,,,
ja-2022-13701b,10.1021/jacs.2c13701,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-137022,,,,
ja-2022-13703h,,,,
ja-2022-137044,,,,
ja-2022-13705d,,,,
ja-2022-13706n,,,,
ja-2022-13707y,,,,
ja-2022-13708q,,,,
ja-2022-13709m,,,,
ja-2022-13710d,10.1021/jacs.2c13710,grid.418236.a,GlaxoSmithKline (United Kingdom),100004330
ja-2022-13710d,10.1021/jacs.2c13710,grid.418607.c,Novartis (United Kingdom),
ja-2022-13710d,10.1021/jacs.2c13710,grid.418566.8,Pfizer (United Kingdom),
ja-2022-13710d,10.1021/jacs.2c13710,grid.417845.b,Defence Science and Technology Laboratory,
ja-2022-13710d,10.1021/jacs.2c13710,grid.421091.f,Engineering and Physical Sciences Research Council,
ja-2022-13710d,10.1021/jacs.2c13710,grid.417815.e,AstraZeneca (United Kingdom),100004325
ja-2022-13710d,10.1021/jacs.2c13710,grid.420488.2,Dutch Research Council,501100003246
ja-2022-13711n,10.1021/jacs.2c13711,grid.452988.a,Office of Basic Energy Sciences,
ja-2022-13712y,,,,
ja-2022-13713q,,,,
ja-2022-13714m,,,,
ja-2022-13715v,10.1021/jacs.2c13715,grid.413452.5,Australian Research Council,
ja-2022-13715v,10.1021/jacs.2c13715,grid.452988.a,Office of Basic Energy Sciences,
ja-2022-13717w,,,,
ja-2022-137186,,,,
ja-2022-13719r,,,,
ja-2022-13720v,,,,
ja-2022-13721z,,,,
ja-2022-137236,,,,
ja-2022-13724r,,,,
ja-2022-13725j,,,,
ja-2022-13727u,,,,
ja-2022-13728s,,,,
ja-2022-13729p,,,,
ja-2022-13730j,,,,
ja-2022-137318,,,,
ja-2022-13732u,10.1021/jacs.2c13732,,,
ja-2022-13733s,,,,
ja-2022-13734p,,,,
ja-2022-13735e,,,,
ja-2022-13736x,,,,
ja-2022-137389,,,,
ja-2022-137395,,,,
ja-2022-13740e,10.1021/jacs.2c13740,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13741x,,,,
ja-2022-13742c,,,,
ja-2022-137439,10.1021/jacs.2c13743,grid.430264.7,Simons Foundation,100000893
ja-2022-137439,10.1021/jacs.2c13743,grid.421091.f,Engineering and Physical Sciences Research Council,
ja-2022-137439,10.1021/jacs.2c13743,grid.418100.c,Biotechnology and Biological Sciences Research Council,
ja-2022-137439,10.1021/jacs.2c13743,grid.452896.4,European Research Council,
ja-2022-137445,,,,
ja-2022-137457,,,,
ja-2022-13746a,,,,
ja-2022-137473,,,,
ja-2022-13748g,,,,
ja-2022-13749k,,,,
ja-2022-137507,,,,
ja-2022-13751a,,,,
ja-2022-137523,,,,
ja-2022-13753g,10.1021/jacs.2c13753,,,
ja-2022-13754k,,,,
ja-2022-13755t,,,,
ja-2022-13756f,,,,
ja-2022-13757b,,,,
ja-2022-137582,10.1021/jacs.2c13758,grid.453197.d,Youth Innovation Promotion Association,
ja-2022-137582,10.1021/jacs.2c13758,grid.454867.c,Science and Technology Department of Sichuan Province,
ja-2022-137582,10.1021/jacs.2c13758,grid.9227.e,Chinese Academy of Sciences,501100002367
ja-2022-13759h,,,,
ja-2022-13761f,,,,
ja-2022-13762b,10.1021/jacs.2c13762,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-137632,,,,
ja-2022-13764h,10.1021/jacs.2c13764,,,
ja-2022-13766d,,,,
ja-2022-13767n,,,,
ja-2022-13768y,,,,
ja-2022-13769q,,,,
ja-2022-137704,,,,
ja-2022-13771d,,,,
ja-2022-13772n,,,,
ja-2022-13773y,,,,
ja-2022-13774q,,,,
ja-2022-13775m,,,,
ja-2022-13776v,10.1021/jacs.2c13776,,,
ja-2022-13777z,,,,
ja-2022-13778w,,,,
ja-2022-137796,,,,
ja-2022-13780m,,,,
ja-2022-13781v,,,,
ja-2022-13782z,,,,
ja-2022-13783w,,,,
ja-2022-137846,,,,
ja-2022-13785r,,,,
ja-2022-13786j,,,,
ja-2022-137878,,,,
ja-2022-13788u,,,,
ja-2022-13789s,,,,
ja-2022-13790r,,,,
ja-2022-13791j,,,,
ja-2022-13793u,,,,
ja-2022-13795p,,,,
ja-2022-13796e,,,,
ja-2022-13797x,,,,
ja-2022-13798c,,,,
ja-2022-137999,,,,
ja-2022-13801y,,,,
ja-2022-13802q,,,,
ja-2022-13803m,,,,
ja-2022-13804v,,,,
ja-2022-13805z,,,,
ja-2022-13806w,,,,
ja-2022-138076,,,,
ja-2022-13808r,,,,
ja-2022-13809j,,,,
ja-2022-13810z,10.1021/jacs.2c13810,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13811w,,,,
ja-2022-138126,,,,
ja-2022-13813r,,,,
ja-2022-13814j,,,,
ja-2022-138158,,,,
ja-2022-13816u,,,,
ja-2022-13817s,10.1021/jacs.2c13817,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13817s,10.1021/jacs.2c13817,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
ja-2022-13817s,10.1021/jacs.2c13817,grid.453034.5,China Postdoctoral Science Foundation,501100002858
ja-2022-13818p,,,,
ja-2022-138208,,,,
ja-2022-13821u,,,,
ja-2022-13822s,10.1021/jacs.2c13822,,,
ja-2022-13823p,10.1021/jacs.2c13823,grid.452908.2,Shanghai Municipal Education Commission,501100003395
ja-2022-13823p,10.1021/jacs.2c13823,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13823p,10.1021/jacs.2c13823,grid.452927.f,Science and Technology Commission of Shanghai Municipality,
ja-2022-13823p,10.1021/jacs.2c13823,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
ja-2022-13825x,10.1021/jacs.2c13825,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13825x,10.1021/jacs.2c13825,grid.454741.7,Guangdong Science and Technology Department,501100007162
ja-2022-13826c,,,,
ja-2022-138279,,,,
ja-2022-138285,,,,
ja-2022-138297,,,,
ja-2022-13831c,,,,
ja-2022-138329,10.1021/jacs.2c13832,grid.436415.1,National Research Foundation of Korea,501100003725
ja-2022-138329,10.1021/jacs.2c13832,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-138347,10.1021/jacs.2c13834,grid.452986.4,Fondation pour la Recherche Médicale,
ja-2022-138347,10.1021/jacs.2c13834,grid.22058.3d,Agence Nationale de la Recherche,501100001665
ja-2022-138347,10.1021/jacs.2c13834,grid.4444.0,French National Centre for Scientific Research,
ja-2022-138347,10.1021/jacs.2c13834,grid.5583.b,Atomic Energy and Alternative Energies Commission,
ja-2022-13835a,,,,
ja-2022-138363,,,,
ja-2022-13837g,,,,
ja-2022-13838k,,,,
ja-2022-13839t,,,,
ja-2022-13840a,,,,
ja-2022-138413,,,,
ja-2022-13842g,,,,
ja-2022-13843k,10.1021/jacs.2c13843,,,
ja-2022-13844t,,,,
ja-2022-13845f,,,,
ja-2022-13846b,,,,
ja-2022-138472,10.1021/jacs.2c13847,,,
ja-2022-13848h,,,,
ja-2022-138494,,,,
ja-2022-13850f,,,,
ja-2022-13851b,,,,
ja-2022-138522,,,,
ja-2022-13853h,,,,
ja-2022-138544,,,,
ja-2022-13855d,,,,
ja-2022-13856n,,,,
ja-2022-13857y,,,,
ja-2022-13858q,,,,
ja-2022-13859m,,,,
ja-2022-13860d,,,,
ja-2022-13861n,,,,
ja-2022-13862y,,,,
ja-2022-13863q,,,,
ja-2022-13864m,,,,
ja-2022-13865v,,,,
ja-2022-13866z,,,,
ja-2022-13867w,,,,
ja-2022-138686,,,,
ja-2022-13869r,,,,
ja-2022-13870v,,,,
ja-2022-13871z,10.1021/jacs.2c13871,grid.48336.3a,National Cancer Institute,100000054
ja-2022-13871z,10.1021/jacs.2c13871,grid.280785.0,National Institute of General Medical Sciences,
ja-2022-13871z,10.1021/jacs.2c13871,grid.422418.9,American Cancer Society,
ja-2022-13872w,10.1021/jacs.2c13872,,,
ja-2022-13874r,,,,
ja-2022-13875j,,,,
ja-2022-138768,,,,
ja-2022-13877u,,,,
ja-2022-13878s,,,,
ja-2022-13879p,,,,
ja-2022-13880j,,,,
ja-2022-138818,,,,
ja-2022-13882u,,,,
ja-2022-13883s,,,,
ja-2022-13884p,,,,
ja-2022-13885e,,,,
ja-2022-13886x,10.1021/jacs.2c13886,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
ja-2022-13886x,10.1021/jacs.2c13886,grid.9227.e,Chinese Academy of Sciences,501100002367
ja-2022-13886x,10.1021/jacs.2c13886,grid.453034.5,China Postdoctoral Science Foundation,501100002858
ja-2022-13886x,10.1021/jacs.2c13886,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2022-13887c,10.1021/jacs.2c13887,,,
ja-2022-13890e,10.1021/jacs.2c13890,grid.250464.1,Okinawa Institute of Science and Technology,501100004199
ja-2022-13890e,10.1021/jacs.2c13890,grid.54432.34,Japan Society for the Promotion of Science,
ja-2022-13890e,10.1021/jacs.2c13890,grid.419082.6,Japan Science and Technology Agency,501100002241
ja-2022-13891x,,,,
ja-2022-13892c,,,,
ja-2022-138939,,,,
ja-2022-138945,10.1021/jacs.2c13894,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-000013,,,,
ja-2023-00002g,,,,
ja-2023-00003k,10.1021/jacs.3c00003,,,
ja-2023-00004t,10.1021/jacs.3c00004,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00004t,10.1021/jacs.3c00004,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
ja-2023-00004t,10.1021/jacs.3c00004,grid.9227.e,Chinese Academy of Sciences,501100002367
ja-2023-00005f,,,,
ja-2023-00006b,,,,
ja-2023-000072,,,,
ja-2023-000094,10.1021/jacs.3c00009,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
ja-2023-000094,10.1021/jacs.3c00009,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-000094,10.1021/jacs.3c00009,grid.419897.a,Ministry of Education of the People's Republic of China,501100002338
ja-2023-000094,10.1021/jacs.3c00009,grid.453034.5,China Postdoctoral Science Foundation,501100002858
ja-2023-00010f,,,,
ja-2023-00011b,,,,
ja-2023-000122,10.1021/jacs.3c00012,grid.418919.c,Institut Català d'Investigació Química,
ja-2023-000122,10.1021/jacs.3c00012,grid.451322.3,"Ministry of Economy, Industry and Competitiveness",501100003329
ja-2023-000122,10.1021/jacs.3c00012,grid.270680.b,European Commission,501100000780
ja-2023-000122,10.1021/jacs.3c00012,grid.452896.4,European Research Council,
ja-2023-000122,10.1021/jacs.3c00012,grid.454735.4,Government of Catalonia,501100002809
ja-2023-000144,,,,
ja-2023-00015d,,,,
ja-2023-00016n,,,,
ja-2023-00017y,,,,
ja-2023-00018q,,,,
ja-2023-00019m,,,,
ja-2023-00020d,,,,
ja-2023-00021n,,,,
ja-2023-00022y,,,,
ja-2023-00023q,,,,
ja-2023-00024m,10.1021/jacs.3c00024,,,
ja-2023-00026z,,,,
ja-2023-00027w,,,,
ja-2023-00029r,,,,
ja-2023-00030v,,,,
ja-2023-00031z,,,,
ja-2023-000336,,,,
ja-2023-00034r,,,,
ja-2023-00035j,,,,
ja-2023-000368,10.1021/jacs.3c00036,grid.452988.a,Office of Basic Energy Sciences,
ja-2023-000368,10.1021/jacs.3c00036,grid.452941.f,China Scholarship Council,501100004543
ja-2023-000368,10.1021/jacs.3c00036,grid.184769.5,Lawrence Berkeley National Laboratory,
ja-2023-000368,10.1021/jacs.3c00036,grid.85084.31,United States Department of Energy,100000015
ja-2023-000368,10.1021/jacs.3c00036,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00037u,10.1021/jacs.3c00037,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00038s,10.1021/jacs.3c00038,grid.280785.0,National Institute of General Medical Sciences,
ja-2023-00038s,10.1021/jacs.3c00038,grid.425888.b,Swiss National Science Foundation,501100001711
ja-2023-00039p,,,,
ja-2023-00040j,,,,
ja-2023-000418,,,,
ja-2023-00042u,,,,
ja-2023-00045e,,,,
ja-2023-00046x,,,,
ja-2023-00047c,10.1021/jacs.3c00047,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
ja-2023-00047c,10.1021/jacs.3c00047,grid.419696.5,National Natural Science Foundation of China,501100001809
ja-2023-00047c,10.1021/jacs.3c00047,grid.9227.e,Chinese Academy of Sciences,501100002367
ja-2023-00047c,10.1021/jacs.3c00047,grid.452927.f,Science and Technology Commission of Shanghai Municipality,
ja-2023-00047c,10.1021/jacs.3c00047,grid.453547.4,Jiangsu Provincial Department of Education,501100007166
ja-2023-000489,,,,
ja-2023-000495,,,,
ja-2023-00050e,,,,
ja-2023-00052c,,,,
ja-2023-000539,,,,
ja-2023-000545,,,,
ja-2023-00056a,,,,
ja-2023-00058g,,,,
ja-2023-00059k,,,,
ja-2023-000607,,,,
ja-2023-00061a,,,,
